1yr_return,cat_avg_ret_1m,cat_avg_ret_1y,cat_avg_ret_2y,cat_avg_ret_3m,cat_avg_ret_3y,cat_avg_ret_5y,cat_avg_ret_6m,category,category_url,crisil_rating,diff_fund_cat_1m,diff_fund_cat_1y,diff_fund_cat_2y,diff_fund_cat_3m,diff_fund_cat_3y,diff_fund_cat_5y,diff_fund_cat_6m,fund_family_aum,fund_family_name,fund_family_shortcode,fund_family_url,fund_ret_1m,fund_ret_1y,fund_ret_2y,fund_ret_3m,fund_ret_3y,fund_ret_5y,fund_ret_6m,latest_nav,scheme_aum,scheme_name,scheme_risk_text,scheme_url
7.3,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.24000000000000005,-1.7699999999999996,9.86,-0.6599999999999999,0.0,0.0,-1.6700000000000004,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.32,7.33,19.07,1.11,0.0,0.0,3.03,12.51,454.47,ICICI Prudential FMP - Series 82 - 1225 Days Plan B,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1225-days-plan-b-direct-plan/MPI3428
7.2,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.6499999999999995,9.76,-0.6299999999999999,0.0,0.0,-1.6199999999999997,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.31,7.2,18.7,1.08,0.0,0.0,2.97,12.45,10.06,ICICI Prudential FMP - Series 82 - 1225 Days Plan B,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1225-days-plan-b-regular-plan/MPI3432
7.2,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.25000000000000006,-1.92,9.64,-0.6699999999999999,0.0,0.0,-1.8600000000000003,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.31,7.18,18.85,1.1,0.0,0.0,2.84,12.48,69.00,ICICI Prudential FMP - Series 82 - 1236 Days Plan A,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1236-days-plan-a-direct-plan/MPI3415
7.1,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.7299999999999995,9.730000000000002,-0.6199999999999999,0.0,0.0,-1.77,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.31,7.12,18.67,1.09,0.0,0.0,2.82,12.45,24.27,ICICI Prudential FMP - Series 82 - 1236 Days Plan A,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1236-days-plan-a-regular-plan/MPI3417
9.3,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.009999999999999898,0.25,11.509999999999998,0.19999999999999996,0.0,0.0,0.2599999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.57,9.35,20.72,1.97,0.0,0.0,4.96,12.61,155.03,ICICI Prudential FMP - Series 82 - 1887 Days Plan F,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1887-days-plan-f-direct-plan/MPI3468
9.1,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.010000000000000009,0.21000000000000085,11.08,0.19999999999999996,0.0,0.0,0.2400000000000002,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.55,9.06,20.02,1.91,0.0,0.0,4.83,12.51,391.23,ICICI Prudential FMP - Series 82 - 1887 Days Plan F,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-82-1887-days-plan-f-regular-plan/MPI3472
8.0,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.1199999999999992,11.129999999999999,-0.55,0.0,0.0,-0.9900000000000002,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.33,7.98,20.34,1.22,0.0,0.0,3.71,12.38,255.35,ICICI Prudential FMP - Series 83 - 1100 Days Plan O,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-o-direct-plan/MPI3786
7.7,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.1799999999999997,10.680000000000001,-0.55,0.0,0.0,-1.02,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.31,7.67,19.62,1.16,0.0,0.0,3.57,12.29,16.54,ICICI Prudential FMP - Series 83 - 1100 Days Plan O,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-o-regular-plan/MPI3790
8.3,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.18000000000000005,-0.7599999999999998,11.559999999999999,-0.42999999999999994,0.0,0.0,-0.8300000000000001,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.38,8.34,20.77,1.34,0.0,0.0,3.87,12.35,39.71,ICICI Prudential FMP - Series 83 - 1100 Days Plan R,Moderately Low,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-r-direct-plan/MPI3803
8.1,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.18000000000000005,-0.7400000000000002,11.270000000000001,-0.41999999999999993,0.0,0.0,-0.8199999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.36,8.11,20.21,1.29,0.0,0.0,3.77,12.28,7.16,ICICI Prudential FMP - Series 83 - 1100 Days Plan R,Moderately Low,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-r-regular-plan/MPI3807
8.3,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.20000000000000007,-0.8200000000000003,10.029999999999998,-0.52,0.0,0.0,-0.8800000000000003,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.36,8.28,19.24,1.25,0.0,0.0,3.82,12.13,94.01,ICICI Prudential FMP - Series 83 - 1100 Days Plan S,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-s-direct-plan/MPI3811
8.0,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.2,-0.8499999999999996,9.72,-0.52,0.0,0.0,-0.8999999999999999,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.34,8.0,18.66,1.19,0.0,0.0,3.69,12.06,56.87,ICICI Prudential FMP - Series 83 - 1100 Days Plan S,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-s-regular-plan/MPI3815
9.8,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.12,0.7400000000000002,10.939999999999998,0.9300000000000002,0.0,0.0,1.4699999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.68,9.84,20.15,2.7,0.0,0.0,6.17,12.11,29.70,ICICI Prudential FMP - Series 83 - 1100 Days Plan X,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1100-days-plan-x-direct-plan/MPI3856
8.6,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.13000000000000006,-0.4900000000000002,12.11,-0.19999999999999996,0.0,0.0,-0.5,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.43,8.61,21.32,1.57,0.0,0.0,4.2,12.33,279.24,ICICI Prudential FMP - Series 83 - 1101 Days Plan Z,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1101-days-plan-z-direct-plan/MPI3872
8.5,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.12000000000000005,-0.40000000000000036,11.750000000000002,-0.15999999999999992,0.0,0.0,-0.4299999999999997,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.42,8.45,20.69,1.55,0.0,0.0,4.16,12.25,49.14,ICICI Prudential FMP - Series 83 - 1101 Days Plan Z,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1101-days-plan-z-regular-plan/MPI3876
8.0,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.21000000000000008,-1.0700000000000003,11.23,-0.53,0.0,0.0,-1.06,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.35,8.03,20.44,1.24,0.0,0.0,3.64,12.42,220.84,ICICI Prudential FMP - Series 83 - 1103 Days Plan L,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1103-days-plan-l-direct-plan/MPI3750
8.0,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.19000000000000006,-0.8499999999999996,11.42,-0.47,0.0,0.0,-0.96,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.35,8.0,20.36,1.24,0.0,0.0,3.63,12.41,22.03,ICICI Prudential FMP - Series 83 - 1103 Days Plan L,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1103-days-plan-l-regular-plan/MPI3754
7.4,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.6599999999999993,9.95,-0.6400000000000001,0.0,0.0,-1.5500000000000003,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.33,7.44,19.16,1.13,0.0,0.0,3.15,12.42,151.33,ICICI Prudential FMP - Series 83 - 1105 Days Plan A,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-a-direct-plan/MPI3657
7.2,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.23000000000000004,-1.67,9.520000000000001,-0.6399999999999999,0.0,0.0,-1.56,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.31,7.18,18.46,1.07,0.0,0.0,3.03,12.33,36.80,ICICI Prudential FMP - Series 83 - 1105 Days Plan A,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-a-regular-plan/MPI3661
7.8,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.22000000000000003,-1.3399999999999999,10.59,-0.5900000000000001,0.0,0.0,-1.2400000000000002,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.34,7.76,19.8,1.18,0.0,0.0,3.46,12.43,249.33,ICICI Prudential FMP - Series 83 - 1105 Days Plan F,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-f-direct-plan/MPI3697
7.5,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.22000000000000003,-1.3899999999999997,10.139999999999999,-0.5999999999999999,0.0,0.0,-1.27,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.32,7.46,19.08,1.11,0.0,0.0,3.32,12.33,44.57,ICICI Prudential FMP - Series 83 - 1105 Days Plan F,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-f-regular-plan/MPI3701
10.0,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.04999999999999993,0.9399999999999995,11.04,0.5099999999999998,0.0,0.0,1.04,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.61,10.04,20.25,2.28,0.0,0.0,5.74,12.20,17.25,ICICI Prudential FMP - Series 83 - 1105 Days Plan M,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-m-direct-plan/MPI3758
9.8,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.04999999999999993,0.9700000000000006,10.69,0.5,0.0,0.0,1.0,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.59,9.82,19.63,2.21,0.0,0.0,5.59,12.12,43.25,ICICI Prudential FMP - Series 83 - 1105 Days Plan M,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1105-days-plan-m-regular-plan/MPI3762
8.2,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.16000000000000003,-0.8599999999999994,11.509999999999998,-0.41999999999999993,0.0,0.0,-0.79,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.4,8.24,20.72,1.35,0.0,0.0,3.91,12.37,219.51,ICICI Prudential FMP - Series 83 - 1107 Days Plan Q,High,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1107-days-plan-q-direct-plan/MPI3795
8.1,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.15000000000000002,-0.75,11.290000000000001,-0.3899999999999999,0.0,0.0,-0.7399999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.39,8.1,20.23,1.32,0.0,0.0,3.85,12.31,33.49,ICICI Prudential FMP - Series 83 - 1107 Days Plan Q,High,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1107-days-plan-q-regular-plan/MPI3799
8.0,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.20000000000000007,-1.0999999999999996,11.099999999999998,-0.5,0.0,0.0,-1.1800000000000002,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.36,8.0,20.31,1.27,0.0,0.0,3.52,12.49,157.05,ICICI Prudential FMP - Series 83 - 1108 Days Plan H,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1108-days-plan-h-direct-plan/MPI3713
7.7,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.2,-1.1399999999999997,10.65,-0.5,0.0,0.0,-1.1999999999999997,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.34,7.71,19.59,1.21,0.0,0.0,3.39,12.39,23.56,ICICI Prudential FMP - Series 83 - 1108 Days Plan H,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1108-days-plan-h-regular-plan/MPI3717
9.3,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.04999999999999993,0.15000000000000036,10.55,0.6099999999999999,0.0,0.0,1.0099999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.61,9.25,19.76,2.38,0.0,0.0,5.71,12.14,11.18,ICICI Prudential FMP - Series 83 - 1110 Days Plan T,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1110-days-plan-t-direct-plan/MPI3819
9.0,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.04999999999999993,0.11000000000000121,10.15,0.6099999999999999,0.0,0.0,0.9800000000000004,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.59,8.96,19.09,2.32,0.0,0.0,5.57,12.06,30.30,ICICI Prudential FMP - Series 83 - 1110 Days Plan T,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1110-days-plan-t-regular-plan/MPI3823
8.6,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.12000000000000005,-0.5,12.099999999999998,-0.20999999999999996,0.0,0.0,-0.6299999999999999,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.44,8.6,21.31,1.56,0.0,0.0,4.07,12.34,65.84,ICICI Prudential FMP - Series 83 - 1111 Days Plan Y,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1111-days-plan-y-direct-plan/MPI3864
8.4,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.12000000000000005,-0.46999999999999886,11.87,-0.19999999999999996,0.0,0.0,-0.6199999999999997,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.42,8.38,20.81,1.51,0.0,0.0,3.97,12.28,13.86,ICICI Prudential FMP - Series 83 - 1111 Days Plan Y,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1111-days-plan-y-regular-plan/MPI3868
9.7,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.0,0.6100000000000012,10.849999999999998,0.2999999999999998,0.0,0.0,0.79,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.56,9.71,20.06,2.07,0.0,0.0,5.49,12.31,39.09,ICICI Prudential FMP - Series 83 - 1113 Days Plan E,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1113-days-plan-e-direct-plan/MPI3689
9.4,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,-0.010000000000000009,0.5700000000000003,10.44,0.29000000000000004,0.0,0.0,0.7700000000000005,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.53,9.42,19.38,2.0,0.0,0.0,5.36,12.23,69.19,ICICI Prudential FMP - Series 83 - 1113 Days Plan E,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1113-days-plan-e-regular-plan/MPI3693
9.5,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.12,0.39000000000000057,13.329999999999998,-0.040000000000000036,0.0,0.0,-1.3200000000000003,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.68,9.49,22.54,1.73,0.0,0.0,3.38,12.76,86.08,ICICI Prudential FMP - Series 83 - 1392 Days Plan J,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1392-days-plan-j-direct-plan/MPI3729
9.3,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.13,0.46000000000000085,12.980000000000002,-0.020000000000000018,0.0,0.0,-1.29,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.67,9.31,21.92,1.69,0.0,0.0,3.3,12.67,13.95,ICICI Prudential FMP - Series 83 - 1392 Days Plan J,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1392-days-plan-j-regular-plan/MPI3733
9.5,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.1299999999999999,0.370000000000001,13.41,-0.050000000000000044,0.0,0.0,-1.27,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.69,9.47,22.62,1.72,0.0,0.0,3.43,12.82,622.76,ICICI Prudential FMP - Series 83 - 1406 Days Plan D,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1406-days-plan-d-direct-plan/MPI3681
9.2,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.13,0.39000000000000057,12.99,-0.040000000000000036,0.0,0.0,-1.27,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.67,9.24,21.93,1.67,0.0,0.0,3.32,12.72,34.89,ICICI Prudential FMP - Series 83 - 1406 Days Plan D,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1406-days-plan-d-regular-plan/MPI3685
9.6,0.56,9.1,9.21,1.77,0.0,0.0,4.7,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.1299999999999999,0.45000000000000107,13.419999999999998,-0.030000000000000027,0.0,0.0,-1.2400000000000002,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.69,9.55,22.63,1.74,0.0,0.0,3.46,12.81,463.73,ICICI Prudential FMP - Series 83 - 1412 Days Plan B,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1412-days-plan-b-direct-plan/MPI3665
9.4,0.54,8.85,8.94,1.71,0.0,0.0,4.59,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Not Ranked,0.14,0.5099999999999998,13.06,-0.010000000000000009,0.0,0.0,-1.2199999999999998,"326,291",ICICI Prudential Mutual Fund,http://www.moneycontrol.comPI,http://www.moneycontrol.com/mutual-funds/amc-details/PI,0.68,9.36,22.0,1.7,0.0,0.0,3.37,12.72,85.10,ICICI Prudential FMP - Series 83 - 1412 Days Plan B,Moderate,http://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmp-series-83-1412-days-plan-b-regular-plan/MPI3669
