1yr_return,cat_avg_ret_1m,cat_avg_ret_1y,cat_avg_ret_2y,cat_avg_ret_3m,cat_avg_ret_3y,cat_avg_ret_5y,cat_avg_ret_6m,category,category_url,crisil_rating,diff_fund_cat_1m,diff_fund_cat_1y,diff_fund_cat_2y,diff_fund_cat_3m,diff_fund_cat_3y,diff_fund_cat_5y,diff_fund_cat_6m,fund_family_aum,fund_family_name,fund_family_shortcode,fund_family_url,fund_ret_1m,fund_ret_1y,fund_ret_2y,fund_ret_3m,fund_ret_3y,fund_ret_5y,fund_ret_6m,latest_nav,scheme_aum,scheme_name,scheme_risk_text,scheme_url
10.4,0.78,8.56,8.9,1.98,6.75,7.52,4.28,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Rank 2,0.24,1.8099999999999987,13.72,-0.1499999999999999,17.13,39.900000000000006,-0.23000000000000043,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,1.02,10.37,22.62,1.83,23.88,47.42,4.05,28.88,640.84,Nippon India Dynamic Bond Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-dynamic-bond-fund/MRC075
11.0,0.84,9.35,9.85,2.1,7.63,8.29,4.43,Fixed Maturity Plans - Debt,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fixed-maturity-plans-debt.html,Rank 2,0.22000000000000008,1.620000000000001,14.33,-0.16000000000000014,18.67,43.980000000000004,-0.14999999999999947,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,1.06,10.97,24.18,1.94,26.3,52.27,4.28,30.41,105.42,Nippon India Dynamic Bond Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-dynamic-bond-fund-direct-plan/MRC907
-11.9,6.98,8.24,8.57,9.75,4.49,8.43,30.16,Aggressive Hybrid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/aggressive-hybrid-fund.html,Rank 5,-0.0600000000000005,-20.15,-16.96,-0.3699999999999992,-16.46,10.91,0.5399999999999991,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,6.92,-11.91,-8.39,9.38,-11.97,19.34,30.7,48.13,"3,800.25",Nippon India Equity Hybrid Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-equity-hybrid-fund/MRC100
-11.2,7.08,9.51,9.83,10.07,5.67,9.59,30.93,Aggressive Hybrid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/aggressive-hybrid-fund.html,Rank 5,-0.08999999999999986,-20.73,-16.75,-0.4800000000000004,-15.0,17.0,0.2699999999999996,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,6.99,-11.22,-6.92,9.59,-9.33,26.59,31.2,52.28,303.72,Nippon India Equity Hybrid Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-equity-hybrid-fund-direct-plan/MRC1011
-9.8,3.45,6.33,6.6,5.13,4.87,6.75,16.15,Equity Savings,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/equity-savings.html,Not Ranked,-0.11000000000000032,-16.14,-21.049999999999997,-0.6699999999999999,-19.72,-2.33,-2.4499999999999993,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,3.34,-9.81,-14.45,4.46,-14.85,4.42,13.7,10.63,436.81,Nippon India Equity Savings Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-equity-savings-fund/MRC1869
-9.1,3.56,7.3,7.51,5.39,5.78,7.59,16.75,Equity Savings,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/equity-savings.html,Not Ranked,-0.1499999999999999,-16.35,-20.52,-0.7199999999999998,-18.27,2.2699999999999996,-2.58,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,3.41,-9.05,-13.01,4.67,-12.49,9.86,14.17,11.24,27.07,Nippon India Equity Savings Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-equity-savings-fund-direct-plan/MRC1874
-90.8,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,12.05,-17.36,-0.6100000000000012,21.790000000000003,4.15,60.11,28.169999999999995,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,20.23,-8.17,10.54,32.81,12.33,70.91,63.69,293.89,"4,381.33",Nippon India ETF Bank BeES,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-bank-bees/MBM004
8.0,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-1.13,-1.1600000000000001,2.629999999999999,-6.35,7.4399999999999995,49.519999999999996,-11.440000000000005,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,7.05,8.03,13.78,4.67,15.62,60.32,24.08,57.75,11.65,Nippon India ETF Consumption,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-consumption/MRC1474
3.9,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-1.9799999999999995,-5.289999999999999,-2.860000000000001,-6.239999999999999,1.8900000000000006,46.58,-5.720000000000002,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,6.2,3.9,8.29,4.78,10.07,57.38,29.8,30.78,1.71,Nippon India ETF Dividend Opportunities,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-dividend-opportunities/MRC1519
-98.7,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-9.18,20.68,48.01,-15.42,55.73,75.05,-31.210000000000004,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,-1.0,29.87,59.16,-4.4,63.91,85.85,4.31,43.93,"3,785.43",Nippon India ETF Gold BeES,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-gold-bees/MBM017
-89.5,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,0.2599999999999998,-4.31,1.0899999999999999,-5.3,2.99,35.010000000000005,-27.14,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.44,4.88,12.24,5.72,11.17,45.81,8.38,326.08,11.05,Nippon India ETF Hang Seng BeES,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-hang-seng-bees/MBM026
3.0,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,1.9700000000000006,-6.2299999999999995,-0.8800000000000008,-6.31,-9.65,16.39,-10.130000000000003,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,10.15,2.96,10.27,4.71,-1.47,27.19,25.39,353.25,10.69,Nippon India ETF Infra BeES,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-infra-bees/MBM030
6.7,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,1.0600000000000005,-2.539999999999999,0.6799999999999997,-2.9399999999999995,-5.06,48.239999999999995,-5.190000000000005,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,9.24,6.65,11.83,8.08,3.12,59.04,30.33,312.55,"1,072.35",Nippon India ETF Junior BeES,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-junior-bees/MBM002
10.4,8.18,9.19,11.15,11.02,8.18,0.0,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-7.41,1.1799999999999997,15.700000000000001,-8.93,21.27,0.0,-32.09,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.77,10.37,26.85,2.09,29.45,0.0,3.43,22.31,136.05,Nippon India ETF Long Term Gilt,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-long-term-gilt/MRC2116
6.7,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,0.120000000000001,-2.499999999999999,8.17,1.8600000000000012,13.21,53.370000000000005,4.649999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.3,6.69,19.32,12.88,21.39,64.17,40.17,133.08,5.80,Nippon India ETF Nifty 100,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-nifty-100/MRC1048
-89.2,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 2,0.09999999999999964,-1.209999999999999,12.08,2.92,21.06,61.83,7.169999999999995,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.28,7.98,23.23,13.94,29.24,72.63,42.69,137.27,"2,839.43",Nippon India ETF Nifty BeES,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-nifty-bees/MBM001
-94.3,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,4.370000000000001,-52.33,-61.47,-10.32,-72.31,-64.28,-1.5900000000000034,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,12.55,-43.14,-50.32,0.7,-64.13,-53.48,33.93,16.09,44.57,Nippon India ETF PSU Bank BeES,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-psu-bank-bees/MBM018
9.0,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 2,0.17999999999999972,-0.15000000000000036,15.179999999999998,3.950000000000001,27.68,69.03,7.869999999999997,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.36,9.04,26.33,14.97,35.86,79.83,43.39,472.87,19.44,Nippon India ETF Sensex,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-sensex/MRC1688
23.0,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-8.83,13.78,19.700000000000003,-1.5199999999999996,18.4,62.57000000000001,1.1799999999999997,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,-0.65,22.97,30.85,9.5,26.58,73.37,36.7,313.48,2.42,Nippon India ETF Shariah BeES,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-shariah-bees/MBM025
11.4,0.69,8.97,8.71,1.98,7.86,7.8,5.07,Floater Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/floater-fund.html,Not Ranked,0.28,2.469999999999999,13.52,0.43000000000000016,19.45,40.470000000000006,1.0099999999999998,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.97,11.44,22.23,2.41,27.31,48.27,6.08,34.39,618.51,Nippon India Floating Rate Fund,Moderately Low,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-floating-rate-fund/MRC068
11.9,0.73,9.51,9.28,2.11,8.32,8.28,5.34,Floater Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/floater-fund.html,Not Ranked,0.27,2.3499999999999996,13.959999999999999,0.3900000000000001,20.62,43.25,0.9199999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,1.0,11.86,23.24,2.5,28.94,51.53,6.26,35.67,"8,742.19",Nippon India Floating Rate Fund,Moderately Low,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-floating-rate-fund-direct-plan/MRC963
8.2,8.89,8.93,11.25,11.78,6.1,11.31,37.06,Focused Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/focused-fund.html,Rank 4,2.6799999999999997,-0.7199999999999989,5.93,0.5099999999999998,5.640000000000001,50.68,6.949999999999996,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,11.57,8.21,17.18,12.29,11.74,61.99,44.01,53.47,224.61,Nippon India Focused Equity Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-focused-equity-fund-direct-plan/MRC955
7.5,8.78,7.68,10.02,11.44,4.78,10.05,36.23,Focused Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/focused-fund.html,Rank 4,2.7200000000000006,-0.1899999999999995,5.6,0.6600000000000001,-0.9100000000000001,37.540000000000006,7.310000000000002,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,11.5,7.49,15.62,12.1,3.87,47.59,43.54,50.19,"2,975.35",Nippon India Focused Equity Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-focused-equity-fund/MRC110
12.0,1.0,11.46,12.78,2.26,9.29,9.62,3.89,Gilt Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/gilt-fund.html,Rank 3,-0.17000000000000004,0.5799999999999983,17.57,-0.2899999999999998,26.64,60.839999999999996,0.04999999999999982,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.83,12.04,30.35,1.97,35.93,70.46,3.94,32.71,765.99,Nippon India Gilt Securities Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-gilt-securities-fund-direct-plan/MRC969
11.1,0.9,10.54,12.44,1.78,8.82,9.29,3.25,Gilt Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/gilt-fund.html,Not Ranked,-0.14,0.6000000000000014,15.840000000000002,-0.020000000000000018,23.75,53.54,0.27,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.76,11.14,28.28,1.76,32.57,62.83,3.52,30.57,47.90,Nippon India Gilt Securities Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-gilt-securities-fund-institutional-plan/MRC455
11.0,0.94,10.69,12.0,2.07,8.51,8.83,3.52,Gilt Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/gilt-fund.html,Rank 3,-0.18999999999999995,0.2900000000000009,15.96,-0.34999999999999987,23.6,53.120000000000005,-0.08999999999999986,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.75,10.98,27.96,1.72,32.11,61.95,3.43,30.21,480.80,Nippon India Gilt Securities Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-gilt-securities-fund-retail-plan/MRC453
29.5,4.66,13.99,12.91,4.67,9.06,9.83,19.24,Fund of Funds,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fund-of-funds.html,Not Ranked,-6.08,15.479999999999999,46.209999999999994,-8.780000000000001,54.95,77.77,-14.649999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,-1.42,29.47,59.12,-4.11,64.01,87.6,4.59,21.27,104.57,Nippon India Gold Savings Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-gold-savings-fund-direct-plan/MRC917
29.1,4.6,13.36,12.26,4.51,8.42,9.12,18.89,Fund of Funds,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/fund-of-funds.html,Not Ranked,-6.039999999999999,15.7,45.77,-8.69,53.61,74.38,-14.47,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,-1.44,29.06,58.03,-4.18,62.03,83.5,4.42,20.58,824.86,Nippon India Gold Savings Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-gold-savings-fund/MRC647
13.6,9.55,14.84,9.93,11.3,3.04,9.26,42.79,Mid Cap Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/mid-cap-fund.html,Rank 3,-0.040000000000000924,-1.2799999999999994,13.3,-2.4800000000000004,8.010000000000002,50.25,2.980000000000004,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,9.51,13.56,23.23,8.82,11.05,59.51,45.77,"1,271.86","5,140.57",Nippon India Growth Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-growth-fund-retail-plan/MRC008
14.3,9.51,16.4,11.55,11.6,4.51,10.42,43.23,Mid Cap Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/mid-cap-fund.html,Rank 3,0.07000000000000028,-2.0599999999999987,13.27,-2.58,8.82,54.92999999999999,3.0500000000000043,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,9.58,14.34,24.82,9.02,13.33,65.35,46.28,"1,343.13",442.01,Nippon India Growth Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-growth-fund-direct-plan/MRC919
-10.1,2.49,7.37,7.57,4.17,5.17,7.03,11.18,Conservative Hybrid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/conservative-hybrid-fund.html,Rank 5,-0.7000000000000002,-17.43,-13.96,-0.6099999999999999,-9.59,8.16,-2.959999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,1.79,-10.06,-6.39,3.56,-4.42,15.19,8.22,39.36,829.30,Nippon India Hybrid Bond Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-hybrid-bond-fund/MRC049
-9.5,2.56,8.16,8.34,4.39,6.03,7.91,11.61,Conservative Hybrid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/conservative-hybrid-fund.html,Rank 5,-0.71,-17.64,-13.35,-0.6699999999999995,-8.16,12.129999999999999,-3.0599999999999987,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,1.85,-9.48,-5.01,3.72,-2.13,20.04,8.55,42.03,49.98,Nippon India Hybrid Bond Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-hybrid-bond-fund-direct-plan/MRC996
10.3,0.77,10.12,9.91,2.14,7.11,7.59,4.72,Medium to Long Duration Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/medium-to-long-duration-fund.html,Rank 2,0.04999999999999993,0.16999999999999993,16.07,-0.1200000000000001,21.150000000000002,43.89,-0.8999999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.82,10.29,25.98,2.02,28.26,51.48,3.82,71.01,251.46,Nippon India Income Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-income-fund/MRC002
11.2,0.82,10.61,10.37,2.26,7.68,8.22,4.95,Medium to Long Duration Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/medium-to-long-duration-fund.html,Rank 2,0.09000000000000008,0.5899999999999999,17.590000000000003,0.010000000000000231,23.63,49.59,-0.6600000000000001,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.91,11.2,27.96,2.27,31.31,57.81,4.29,75.85,78.08,Nippon India Income Fund,Moderate,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-income-fund-direct-plan/MRC946
7.7,8.81,7.54,9.54,12.72,7.32,10.93,40.38,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 4,-0.5600000000000005,0.15000000000000036,12.96,1.1600000000000001,20.69,58.46,2.0899999999999963,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.25,7.69,22.5,13.88,28.01,69.39,42.47,22.48,114.43,Nippon India Index Fund - Nifty Plan,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-index-fund-nifty-plan-direct-plan/MRC922
9.0,8.81,7.54,9.54,12.72,7.32,10.93,40.38,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 4,-0.46000000000000085,1.4899999999999993,16.27,2.219999999999999,27.78,65.06,2.719999999999999,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.35,9.03,25.81,14.94,35.1,75.99,43.1,22.60,54.19,Nippon India Index Fund - Sensex Plan,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-index-fund-sensex-plan-direct-plan/MRC927
6.6,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 4,-0.009999999999999787,-2.59,9.229999999999999,2.5700000000000003,16.73,52.55,6.239999999999995,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.17,6.6,20.38,13.59,24.91,63.35,41.76,21.44,101.43,Nippon India Index Fund - Nifty Plan,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-index-fund-nifty-plan/MRC590
8.6,8.18,9.19,11.15,11.02,8.18,10.8,35.52,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Rank 4,0.16000000000000014,-0.5599999999999987,13.200000000000001,3.8499999999999996,24.439999999999998,60.019999999999996,7.3899999999999935,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.34,8.63,24.35,14.87,32.62,70.82,42.91,21.73,20.07,Nippon India Index Fund - Sensex Plan,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-index-fund-sensex-plan/MRC595
None,8.18,0.0,0.0,11.02,0.0,0.0,0.0,Index Funds/ETFs,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/index-fundsetfs.html,Not Ranked,-8.99,0.0,0.0,7.84,0.0,0.0,0.0,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,-0.81,0.0,0.0,18.86,0.0,0.0,0.0,21.57,,Nippon India ETF Nifty IT,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-etf-nifty-it/MRC2821
9.8,8.92,10.74,8.43,10.04,3.8,8.41,36.04,Sectoral/Thematic,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/sectoralthematic.html,Not Ranked,-0.3000000000000007,-0.8900000000000006,17.23,-0.5,27.52,32.05,-16.09,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.62,9.85,25.66,9.54,31.32,40.46,19.95,15.68,16.94,Nippon India Japan Equity Fund,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-japan-equity-fund/MRC1650
11.0,8.94,11.94,9.6,10.08,4.62,9.31,36.43,Sectoral/Thematic,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/sectoralthematic.html,Not Ranked,-0.1999999999999993,-0.8899999999999988,18.619999999999997,-0.17999999999999972,30.539999999999996,37.32,-15.75,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,8.74,11.05,28.22,9.9,35.16,46.63,20.68,16.51,20.20,Nippon India Japan Equity Fund,High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-japan-equity-fund-direct-plan/MRC1653
-2.7,8.19,7.39,10.69,12.27,6.86,10.58,37.01,Large Cap Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/large-cap-fund.html,Rank 5,2.4800000000000004,-10.129999999999999,-4.38,-3.24,1.6900000000000004,43.04,1.9400000000000048,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,10.67,-2.74,6.31,9.03,8.55,53.62,38.95,36.52,"1,627.00",Nippon India Large Cap Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-large-cap-fund-direct-plan/MRC940
-3.6,8.1,6.38,9.62,12.06,5.87,9.51,36.57,Large Cap Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/large-cap-fund.html,Rank 5,2.49,-9.99,-5.159999999999999,-3.26,-0.33999999999999986,36.550000000000004,1.7800000000000011,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,10.59,-3.61,4.46,8.8,5.53,46.06,38.35,34.05,"7,792.80",Nippon India Large Cap Fund,Moderately High,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-large-cap-fund-retail-plan/MRC155
3.8,0.25,4.18,5.4,0.74,5.93,6.3,1.56,Liquid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/liquid-fund.html,Not Ranked,-0.04999999999999999,-0.36999999999999966,4.8100000000000005,-0.10999999999999999,11.32,26.23,-0.20999999999999996,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.2,3.81,10.21,0.63,17.25,32.53,1.35,"4,500.65",22.77,Nippon India Liquid Fund,Low,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-liquid-fund/MRC007
4.6,0.27,4.4,5.66,0.82,6.09,6.54,1.7,Liquid Fund,http://www.moneycontrol.com/mutual-funds/performance-tracker/returns/liquid-fund.html,Rank 3,0.0,0.20999999999999996,6.34,0.0,14.2,31.990000000000002,0.040000000000000036,"180,061",Nippon India Mutual Fund,http://www.moneycontrol.comRC,http://www.moneycontrol.com/mutual-funds/amc-details/RC,0.27,4.61,12.0,0.82,20.29,38.53,1.74,"4,976.27","19,921.89",Nippon India Liquid Fund,Low,http://www.moneycontrol.com/mutual-funds/nav/nippon-india-liquid-fund-direct-plan/MRC978
